2014-08-25,8722
2014-08-26,8747
2014-08-28,8777
2014-09-01,8789
2014-09-04,8803
2014-09-10,8884
2014-09-11,8924
2014-09-13,8949
2014-09-15,8993
2014-09-16,9024
2014-09-18,9064
2014-09-22,9115
2014-09-24,9134
2014-09-25,9158
2014-09-27,9193
2014-09-29,9217
2014-09-30,9236
2014-10-06,9349
2014-10-11,9366
2014-10-13,9434
2014-10-22,9475
2014-10-30,9499
2014-10-31,9576
2014-11-05,9619
2014-11-06,9676
2014-11-07,9713
2014-11-10,9742
2014-11-12,9785
2014-11-17,9815
2014-11-24,9835
2014-11-27,9948
2014-12-03,9983
2014-12-06,10055
2014-12-08,10097
2014-12-11,10128
2014-12-14,10142
2014-12-15,10158
2014-12-16,10185
2014-12-18,10203
2015-01-03,10230
2015-01-05,10314
2015-01-06,10358
2015-01-07,10366
2015-01-08,10497
2015-01-10,10545
2015-01-11,10603
2015-01-13,10668
2015-01-14,10757
2015-01-15,10887
2015-01-26,10934
2015-01-27,10977
2015-01-29,11067
2015-01-31,11090
2015-02-01,11217
2015-02-03,11228
2015-02-05,11256
2015-02-09,11256
2015-02-11,11302
2015-02-14,11349
2015-02-16,11456
2015-02-21,11597
2015-02-23,11628
2015-02-25,11654
2015-02-26,11700
2015-03-02,11720
2015-03-03,11720
2015-03-05,11760
2015-03-06,11804
2015-03-10,11860
2015-03-16,11907
2015-03-18,11936
2015-03-19,11957
2015-03-20,11999
2015-03-21,12033
2015-03-23,12053
2015-03-24,12077
2015-03-26,12083
2015-03-30,12121
2015-04-01,12157
2015-04-02,12190
2015-04-08,12249
2015-04-09,12296
2015-04-13,12363
2015-04-15,12385
2015-04-16,12444
2015-04-17,12519
2015-04-18,12618
2015-04-22,12634
2015-04-23,12657
2015-04-27,12689
2015-04-29,12692
2015-04-30,12749
2015-05-01,12897
2015-05-04,12988
2015-05-11,13095
2015-05-12,13122
2015-05-14,13154
2015-05-19,13211
2015-05-25,13235
2015-05-27,13340
2015-05-30,13380
2015-06-02,13380
2015-06-03,13409
2015-06-04,13457
2015-06-08,13502
2015-06-09,13502
2015-06-12,13528
2015-06-15,13623
2015-06-16,13647
2015-06-17,13681
2015-06-18,13762
2015-06-19,13792
2015-06-22,13943
2015-06-23,14001
2015-06-24,14030
2015-06-25,14133
2015-06-29,14163
2015-07-02,14237
2015-07-03,14287
2015-07-06,14327
2015-07-09,14370
2015-07-13,14425
2015-07-15,14493
2015-07-16,14583
2015-07-20,14602
2015-07-22,14640
2015-07-23,14661
2015-07-24,14701
2015-07-27,14721
2015-08-03,14757
2015-08-04,14793
2015-08-05,14808
2015-08-06,14822
2015-08-10,14855
2015-08-13,14882
2015-08-17,14926
2015-08-20,15017
2015-08-21,15063
2015-08-24,15184
2015-08-26,15258
2015-08-27,15318
2015-09-03,15355
2015-09-06,15380
2015-09-07,15409
2015-09-08,15435
2015-09-10,15585
2015-09-14,15603
2015-09-15,15650
2015-09-17,15713
2015-09-19,15788
2015-09-22,15799
2015-09-23,15800
2015-09-24,15843
2015-09-26,15918
2015-09-28,16021
2015-10-01,16021
2015-10-03,16025
2015-10-05,16062
2015-10-06,16074
2015-10-07,16074
2015-10-12,16092
2015-10-17,16130
2015-10-19,16130
2015-10-21,16130
2015-10-22,16130
