2011-11-07,1
2012-01-18,2
2012-02-20,3
2012-02-23,4
2012-03-07,5
2012-03-26,6
2012-03-28,7
2012-04-02,8
2012-04-14,9
2012-04-15,10
2012-04-30,11
2012-05-07,12
2012-05-14,13
2012-05-16,14
2012-05-22,15
2012-06-18,16
2012-06-28,17
2012-07-09,18
2012-07-10,19
2012-07-12,20
2012-07-16,21
2012-07-19,22
2012-08-26,23
2012-09-13,24
2012-09-17,25
2012-09-28,26
2012-10-08,27
2012-10-11,28
2012-10-17,29
2012-10-18,30
2012-10-20,31
2012-10-22,32
2012-10-23,33
2012-10-25,34
2012-10-30,35
2012-11-08,36
2012-11-10,37
2012-11-15,38
2012-11-28,39
2012-11-30,40
2012-12-04,41
2012-12-10,42
2013-01-06,43
2013-01-11,44
2013-01-12,47
2013-01-21,48
2013-01-22,49
2013-01-24,50
2013-01-25,51
2013-01-30,52
2013-01-31,53
2013-02-05,54
2013-02-06,55
2013-02-07,56
2013-02-14,57
2013-02-25,58
2013-03-04,59
2013-03-07,60
2013-03-12,61
2013-03-20,62
2013-03-23,63
2013-03-24,64
2013-04-04,66
2013-04-08,67
2013-04-13,69
2013-04-18,70
2013-04-20,71
2013-04-27,72
2013-04-29,73
2013-05-02,74
2013-05-06,77
2013-05-09,80
2013-05-12,81
2013-05-13,82
2013-05-16,83
2013-05-18,84
2013-05-20,85
2013-05-23,87
2013-05-30,88
2013-06-03,90
2013-06-04,91
2013-06-06,92
2013-06-09,93
2013-06-17,94
2013-06-24,95
2013-06-25,96
2013-07-01,98
2013-07-03,99
2013-07-08,100
2013-07-11,101
2013-07-15,103
2013-07-18,105
2013-07-25,106
2013-07-27,107
2013-08-04,108
2013-08-12,109
2013-08-22,110
2013-08-23,111
2013-08-27,112
2013-08-28,113
2013-09-05,114
2013-09-12,115
2013-09-16,117
2013-09-19,118
2013-09-21,119
2013-09-23,120
2013-09-24,121
2013-09-26,122
2013-09-27,123
2013-09-30,124
2013-10-01,125
2013-10-03,126
2013-10-09,127
2013-10-17,128
2013-10-24,129
2013-10-25,130
2013-10-29,131
2013-11-14,133
2013-11-18,134
2013-11-23,135
2013-11-25,136
2013-12-03,138
2013-12-12,139
2013-12-16,140
2014-01-06,141
2014-01-07,142
2014-01-08,143
2014-01-13,146
2014-01-14,147
2014-01-16,148
2014-01-18,149
2014-01-20,150
2014-01-21,151
2014-01-27,153
2014-01-30,155
2014-01-31,156
2014-02-03,157
2014-02-10,158
2014-02-11,159
2014-02-13,160
2014-02-15,161
2014-02-18,164
2014-02-22,165
2014-02-24,166
2014-02-28,167
2014-03-10,168
2014-03-17,172
2014-03-18,173
2014-04-02,174
2014-04-03,175
2014-04-04,176
2014-04-09,178
2014-04-14,184
2014-04-23,185
2014-04-24,186
2014-04-28,187
2014-04-29,188
2014-05-05,189
2014-05-08,191
2014-05-12,195
2014-05-19,197
2014-05-23,198
2014-05-29,199
2014-06-02,201
2014-06-04,203
2014-06-05,204
2014-06-10,206
2014-06-11,207
2014-06-15,208
2014-06-16,212
2014-06-20,213
2014-06-22,214
2014-06-24,216
2014-06-25,217
2014-06-26,218
2014-06-30,219
2014-07-02,220
2014-07-08,222
2014-07-10,225
2014-07-14,226
2014-07-15,227
2014-07-17,228
2014-07-19,229
2014-07-21,230
2014-07-23,231
2014-07-24,232
2014-07-28,233
2014-07-30,234
2014-08-05,235
2014-08-06,236
2014-08-11,237
2014-08-12,238
2014-08-14,239
2014-08-18,241
2014-08-21,243
2014-08-23,244
2014-08-25,245
2014-08-26,246
2014-08-28,247
2014-09-01,248
2014-09-04,249
2014-09-10,250
2014-09-11,251
2014-09-13,252
2014-09-15,253
2014-09-16,254
2014-09-18,255
2014-09-22,257
2014-09-24,258
2014-09-25,259
2014-09-27,260
2014-09-29,261
2014-09-30,262
2014-10-06,265
2014-10-11,266
2014-10-13,268
2014-10-22,269
2014-10-30,270
2014-10-31,272
2014-11-05,274
2014-11-06,276
2014-11-07,277
2014-11-10,278
2014-11-12,280
2014-11-17,281
2014-11-24,282
2014-11-27,284
2014-12-03,285
2014-12-06,286
2014-12-08,287
2014-12-11,289
2014-12-14,290
2014-12-15,291
2014-12-16,292
2014-12-18,293
2015-01-03,294
2015-01-05,296
2015-01-06,297
2015-01-07,298
2015-01-08,302
2015-01-10,304
2015-01-11,305
2015-01-13,307
2015-01-14,309
2015-01-15,312
2015-01-26,313
2015-01-27,315
2015-01-29,318
2015-01-31,319
2015-02-01,320
2015-02-03,321
2015-02-05,322
2015-02-09,323
2015-02-11,324
2015-02-14,325
2015-02-16,328
2015-02-21,331
2015-02-23,332
2015-02-25,334
2015-02-26,336
2015-03-02,337
2015-03-03,338
2015-03-05,339
2015-03-06,340
2015-03-10,342
2015-03-16,343
2015-03-18,344
2015-03-19,345
2015-03-20,346
2015-03-21,347
2015-03-23,348
2015-03-24,349
2015-03-26,350
2015-03-30,351
2015-04-01,352
2015-04-02,353
2015-04-08,355
2015-04-09,356
2015-04-13,358
2015-04-15,359
2015-04-16,362
2015-04-17,364
2015-04-18,366
2015-04-22,367
2015-04-23,368
2015-04-27,369
2015-04-29,370
2015-04-30,371
2015-05-01,372
2015-05-04,376
2015-05-11,379
2015-05-12,380
2015-05-14,381
2015-05-19,382
2015-05-25,383
2015-05-27,387
2015-05-30,390
2015-06-02,392
2015-06-03,393
2015-06-04,395
2015-06-08,397
2015-06-09,398
2015-06-12,399
2015-06-15,402
2015-06-16,403
2015-06-17,404
2015-06-18,407
2015-06-19,408
2015-06-22,412
2015-06-23,414
2015-06-24,416
2015-06-25,421
2015-06-29,423
2015-07-02,425
2015-07-03,426
2015-07-06,428
2015-07-09,430
2015-07-13,433
2015-07-15,435
2015-07-16,437
2015-07-20,438
2015-07-22,439
2015-07-23,441
2015-07-24,442
2015-07-27,443
2015-08-03,444
2015-08-04,445
2015-08-05,446
2015-08-06,447
2015-08-10,448
2015-08-13,449
2015-08-17,450
2015-08-20,454
2015-08-21,455
2015-08-24,459
2015-08-26,462
2015-08-27,464
2015-09-03,465
2015-09-06,466
2015-09-07,468
2015-09-08,470
2015-09-10,474
2015-09-14,475
2015-09-15,477
2015-09-17,480
2015-09-19,481
2015-09-22,482
2015-09-23,483
2015-09-24,485
2015-09-26,486
2015-09-28,490
2015-10-01,492
2015-10-03,495
2015-10-05,496
2015-10-06,497
2015-10-07,498
2015-10-12,500
2015-10-17,503
2015-10-19,507
2015-10-21,508
2015-10-22,509
