2012-05-27,1
2012-12-20,34
2013-07-17,35
2013-07-20,60
2013-07-24,70
2013-09-15,71
2013-11-17,95
2013-11-25,101
2013-12-05,103
2014-04-19,104
2014-05-04,121
2014-05-09,133
2014-07-07,134
2014-07-22,145
2014-08-01,146
2014-08-07,147
2014-08-12,152
2014-09-18,166
2014-10-03,178
2014-10-16,186
2014-11-04,187
2014-11-05,194
2014-11-09,195
2014-11-11,198
2014-11-13,199
2014-11-14,200
2014-11-17,201
2014-11-20,204
2014-11-22,210
2014-11-25,211
2014-11-27,229
2014-12-08,241
2014-12-11,252
2014-12-13,253
2014-12-23,275
2014-12-29,277
2015-01-07,283
2015-01-21,288
2015-02-03,296
2015-02-06,297
2015-02-27,308
2015-02-28,319
2015-03-01,320
2015-03-05,325
2015-03-11,326
2015-03-12,334
2015-03-15,336
2015-03-25,344
2015-04-20,355
2015-05-05,369
2015-05-14,378
2015-05-26,392
2015-05-27,393
2015-06-04,394
2015-06-12,409
2015-06-14,410
2015-06-23,418
2015-06-26,419
2015-06-27,420
2015-07-03,422
2015-07-05,426
2015-07-07,432
2015-07-08,435
2015-07-10,438
2015-07-11,441
2015-07-13,442
2015-07-14,443
2015-07-15,444
2015-07-22,445
2015-07-28,446
2015-08-03,447
2015-08-09,448
2015-09-02,449
2015-09-09,450
2015-09-15,451
2015-09-25,461
2015-10-06,462
2015-10-07,463
2015-10-13,465
